Time,Price,Qty,RSI
2019-11-17 21:12:14.123,8557.88,0.00138,50.0
2019-11-17 21:12:16.588,8557.83,0.002332,50.0
2019-11-17 21:12:16.714,8557.66,0.154402,50.0
2019-11-17 21:12:18.178,8557.76,0.009799,50.0
2019-11-17 21:12:19.363,8557.71,0.008447,50.0
2019-11-17 21:12:19.696,8557.71,0.011659,50.0
2019-11-17 21:12:20.223,8557.58,0.176454,50.0
2019-11-17 21:12:20.919,8557.3,0.015809,50.0
2019-11-17 21:12:21.124,8557.49,0.001572,50.0
2019-11-17 21:12:22.333,8557.71,0.001397,50.0
2019-11-17 21:12:22.659,8557.49,0.010896,50.0
2019-11-17 21:12:22.659,8557.3,0.413104,50.0
2019-11-17 21:12:23.382,8557.31,0.106317,50.0
2019-11-17 21:12:24.077,8557.66,0.078217,50.0
2019-11-17 21:12:24.176,8557.66,0.001304,50.0
2019-11-17 21:12:24.940,8557.3,0.118115,50.0
2019-11-17 21:12:25.892,8557.3,0.021645,50.0
2019-11-17 21:12:25.980,8557.3,0.086579,50.0
2019-11-17 21:12:26.620,8557.3,0.002338,50.0
2019-11-17 21:12:26.926,8557.61,0.029888,50.0
2019-11-17 21:12:27.713,8557.61,0.005608,50.0
2019-11-17 21:12:28.373,8557.65,0.001875,50.0
2019-11-17 21:12:28.901,8557.65,0.001875,50.0
2019-11-17 21:12:29.043,8557.58,0.394945,50.0
2019-11-17 21:12:29.043,8557.65,0.033739,50.0
2019-11-17 21:12:29.514,8557.66,0.001637,50.0
2019-11-17 21:12:30.568,8558.28,0.0014,50.0
2019-11-17 21:12:34.231,8558.28,0.019377,50.0
2019-11-17 21:12:34.357,8558.28,0.002591,50.0
2019-11-17 21:12:35.503,8558.29,0.011823,50.0
2019-11-17 21:12:35.503,8558.29,0.001873,50.0
2019-11-17 21:12:36.771,8558.29,2e-06,50.0
2019-11-17 21:12:36.771,8558.3,0.001334,50.0
2019-11-17 21:12:37.123,8558.13,0.024,50.0
2019-11-17 21:12:40.338,8558.24,0.435295,50.0
