Time,Price
2019-11-13 15:38:59.999,8758.1
2019-11-13 15:39:59.999,8759.11
2019-11-13 15:40:59.999,8759.01
2019-11-13 15:41:59.999,8762.36
2019-11-13 15:42:59.999,8763.11
2019-11-13 15:43:59.999,8765.9
2019-11-13 15:44:59.999,8766.27
2019-11-13 15:45:59.999,8761.26
2019-11-13 15:46:59.999,8758.3
2019-11-13 15:47:59.999,8754.44
2019-11-13 15:48:59.999,8747.91
2019-11-13 15:49:59.999,8753.13
2019-11-13 15:50:59.999,8751.87
2019-11-13 15:51:59.999,8750.6
2019-11-13 15:52:59.999,8746.62
2019-11-13 15:53:59.999,8751.03
2019-11-13 15:54:59.999,8753.16
2019-11-13 15:55:59.999,8751.05
2019-11-13 15:56:59.999,8752.62
2019-11-13 15:57:59.999,8748.71
2019-11-13 15:58:59.999,8748.96
2019-11-13 15:59:59.999,8750.77
2019-11-13 16:00:59.999,8746.9
2019-11-13 16:01:59.999,8746.47
2019-11-13 16:02:59.999,8751.0
2019-11-13 16:03:59.999,8752.7
2019-11-13 16:04:59.999,8756.0
2019-11-13 16:05:59.999,8755.36
2019-11-13 16:06:59.999,8758.97
2019-11-13 16:07:59.999,8753.73
2019-11-13 16:08:59.999,8757.19
2019-11-13 16:09:59.999,8751.3
2019-11-13 16:10:59.999,8750.0
2019-11-13 16:11:59.999,8749.95
2019-11-13 16:12:59.999,8747.04
2019-11-13 16:13:59.999,8747.09
2019-11-13 16:14:59.999,8743.94
2019-11-13 16:15:59.999,8741.27
2019-11-13 16:16:59.999,8742.93
2019-11-13 16:17:59.999,8744.11
2019-11-13 16:18:59.999,8744.2
2019-11-13 16:19:59.999,8745.78
2019-11-13 16:20:59.999,8742.26
2019-11-13 16:21:59.999,8749.89
2019-11-13 16:22:59.999,8745.36
2019-11-13 16:23:59.999,8745.41
2019-11-13 16:24:59.999,8744.68
2019-11-13 16:25:59.999,8747.88
2019-11-13 16:26:59.999,8748.45
2019-11-13 16:27:59.999,8747.24
2019-11-13 16:28:59.999,8747.1
2019-11-13 16:29:59.999,8749.55
2019-11-13 16:30:59.999,8752.77
2019-11-13 16:31:59.999,8759.37
2019-11-13 16:32:59.999,8753.27
2019-11-13 16:33:59.999,8753.8
2019-11-13 16:34:59.999,8757.07
2019-11-13 16:35:59.999,8753.62
2019-11-13 16:36:59.999,8750.58
2019-11-13 16:37:59.999,8754.23
2019-11-13 16:38:59.999,8754.33
2019-11-13 16:39:59.999,8757.39
2019-11-13 16:40:59.999,8757.83
2019-11-13 16:41:59.999,8760.01
2019-11-13 16:42:59.999,8760.0
2019-11-13 16:43:59.999,8759.3
2019-11-13 16:44:59.999,8755.99
2019-11-13 16:45:59.999,8751.44
2019-11-13 16:46:59.999,8755.53
2019-11-13 16:47:59.999,8756.48
2019-11-13 16:48:59.999,8756.59
2019-11-13 16:49:59.999,8757.86
2019-11-13 16:50:59.999,8755.6
2019-11-13 16:51:59.999,8750.04
2019-11-13 16:52:59.999,8750.04
2019-11-13 16:53:59.999,8751.58
2019-11-13 16:54:59.999,8750.43
2019-11-13 16:55:59.999,8751.12
2019-11-13 16:56:59.999,8751.02
2019-11-13 16:57:59.999,8745.63
2019-11-13 16:58:59.999,8748.14
2019-11-13 16:59:59.999,8751.18
2019-11-13 17:00:59.999,8739.98
2019-11-13 17:01:59.999,8742.49
2019-11-13 17:02:59.999,8742.97
2019-11-13 17:03:59.999,8747.25
2019-11-13 17:04:59.999,8749.65
2019-11-13 17:05:59.999,8748.48
2019-11-13 17:06:59.999,8750.33
2019-11-13 17:07:59.999,8750.12
2019-11-13 17:08:59.999,8750.58
2019-11-13 17:09:59.999,8755.18
2019-11-13 17:10:59.999,8757.63
2019-11-13 17:11:59.999,8763.0
2019-11-13 17:12:59.999,8753.48
2019-11-13 17:13:59.999,8755.66
2019-11-13 17:14:59.999,8755.02
2019-11-13 17:15:59.999,8755.0
2019-11-13 17:16:59.999,8753.45
2019-11-13 17:17:59.999,8752.8
2019-11-13 17:18:59.999,8755.23
2019-11-13 17:19:59.999,8761.97
2019-11-13 17:20:59.999,8760.11
2019-11-13 17:21:59.999,8763.27
2019-11-13 17:22:59.999,8764.37
2019-11-13 17:23:59.999,8767.66
2019-11-13 17:24:59.999,8761.87
2019-11-13 17:25:59.999,8757.36
2019-11-13 17:26:59.999,8758.31
2019-11-13 17:27:59.999,8763.27
2019-11-13 17:28:59.999,8759.0
2019-11-13 17:29:59.999,8756.59
2019-11-13 17:30:59.999,8754.5
2019-11-13 17:31:59.999,8757.25
2019-11-13 17:32:59.999,8757.94
2019-11-13 17:33:59.999,8758.39
2019-11-13 17:34:59.999,8758.94
